Item Code,Item Name,Total Projected Qty,Default Unit of Measure,Standard Selling Rate,Item Group,Auto Create Assets on Purchase,Minimum Order Qty,Allow Purchase
Panel o/s Recon zebrano exc o/s Mahogany crown,Panel o/s Recon zebrano exc o/s Mahogany crown,,,,Veneer Pressing Work,1,1,1
Panel O/s Sanding Pressing,Panel O/s Sanding Pressing,,,,Veneer Pressing Work,1,1,1
Panel O/s Walnet Quarter,Panel O/s Walnet Quarter,,,,Veneer Pressing Work,1,1,1
Panel Pressing,Panel Pressing,,,,Veneer Pressing Work,1,1,1
Panel Recon zebrano exc o/s backing design,Panel Recon zebrano exc o/s backing design,,,,Veneer Pressing Work,1,1,1
Pine Crown B/S Pressing,Pine Crown B/S Pressing,,,,Veneer Pressing Work,1,1,1
Reccon Argento 10722-Q B/S Pressing,Reccon Argento 10722-Q B/S Pressing,,,,Veneer Pressing Work,1,1,1
Reccon Argento 10722-Q O/S Backing Pressing,Reccon Argento 10722-Q O/S Backing Pressing,,,,Veneer Pressing Work,1,1,1
Reccon Ash Qurater O/S Pressing,Reccon Ash Qurater O/S Pressing,,,,Veneer Pressing Work,1,1,1
Recon 1638 Oak Burl B/S Pressing,Recon 1638 Oak Burl B/S Pressing,,,,Veneer Pressing Work,1,1,1
Recon 1638 Oak Burl O/S Backing Pressing,Recon 1638 Oak Burl O/S Backing Pressing,,,,Veneer Pressing Work,1,1,1
Recon Apricot 1822c Crown B/S Pressing,Recon Apricot 1822c Crown B/S Pressing,,,,Veneer Pressing Work,1,1,1
Recon Cool Grey B/S Pressing,Recon Cool Grey B/S Pressing,,,,Veneer Pressing Work,1,1,1
Recon Dyed Ayous Platinum 025 O/S Backing,Recon Dyed Ayous Platinum 025 O/S Backing,,,,Veneer Pressing Work,1,1,1
Recon Dyed Platinium 024 B/S Pressing,Recon Dyed Platinium 024 B/S Pressing,,,,Veneer Pressing Work,1,1,1
Recon Ebony B/S Pressing,Recon Ebony B/S Pressing,,,,Veneer Pressing Work,1,1,1
Recon fumed teak Rift cut 301 B/S Pressing,Recon fumed teak Rift cut 301 B/S Pressing,,,,Veneer Pressing Work,1,1,1
Recon fumed teak Rift cut 301 O/S Backing Pressing,Recon fumed teak Rift cut 301 O/S Backing Pressing,,,,Veneer Pressing Work,1,1,1
Recon Maple Birds Eye Blue TX100 ST 253 B/S Pressing,Recon Maple Birds Eye Blue TX100 ST 253 B/S Pressing,,,,Veneer Pressing Work,1,1,1
Recon Oak Grey Crown 7058C O/S Backing Pressing,Recon Oak Grey Crown 7058C O/S Backing Pressing,,,,Veneer Pressing Work,1,1,1
Recon Ramdon Smoked Walnut O/S Laminate,Recon Ramdon Smoked Walnut O/S Laminate,,,,Veneer Pressing Work,1,1,1
Recon Random Smoke Walnut B/S Pressing,Recon Random Smoke Walnut B/S Pressing,,,,Veneer Pressing Work,1,1,1
"Recon Rift Oak O/S Pressing
","Recon Rift Oak O/S Pressing
",,,,Veneer Pressing Work,1,1,1
Recon RV 160 B/S Pressing,Recon RV 160 B/S Pressing,,,,Veneer Pressing Work,1,1,1
Recon RV 160 O/S + Backing Pressing,Recon RV 160 O/S + Backing Pressing,,,,Veneer Pressing Work,1,1,1
Recon RV 165 O/S + Backing Pressing,Recon RV 165 O/S + Backing Pressing,,,,Veneer Pressing Work,1,1,1
Recon stone grey oak 151m581 O/S Backing Pressing,Recon stone grey oak 151m581 O/S Backing Pressing,,,,Veneer Pressing Work,1,1,1
Recon sycamore quarter o/s backing,Recon sycamore quarter o/s backing,,,,Veneer Pressing Work,1,1,1
Recon SysComore Quarter B/S Pressing,Recon SysComore Quarter B/S Pressing,,,,Veneer Pressing Work,1,1,1
Recon walnut crown AAA B/S Pressing,Recon walnut crown AAA B/S Pressing,,,,Veneer Pressing Work,1,1,1
Recon walnut crown AAA O/S Backing pressing,Recon walnut crown AAA O/S Backing pressing,,,,Veneer Pressing Work,1,1,1
recon walnut quarter 023 B/S Pressing,recon walnut quarter 023 B/S Pressing,,,,Veneer Pressing Work,1,1,1
Recon Walnut Quartered 15285L B/S Pressing,Recon Walnut Quartered 15285L B/S Pressing,,,,Veneer Pressing Work,1,1,1
Recon Walnut Quartered 15285L O/S Backing Pressing,Recon Walnut Quartered 15285L O/S Backing Pressing,,,,Veneer Pressing Work,1,1,1
"Recon White Ash Quarter B/S
","Recon White Ash Quarter B/S
",,,,Veneer Pressing Work,1,1,1
"Recon White Ash Quarter O/s
Backing","Recon White Ash Quarter O/s
Backing",,,,Veneer Pressing Work,1,1,1
Recon White Oak Crown,Recon White Oak Crown,,,,Veneer Pressing Work,1,1,1
Recon White Oak Crown O/S Backing,Recon White Oak Crown O/S Backing,,,,Veneer Pressing Work,1,1,1
Recon White Oak Crown O/s Sanding,Recon White Oak Crown O/s Sanding,,,,Veneer Pressing Work,1,1,1
"Recon White Oak Qtr 131
","Recon White Oak Qtr 131
",,,,Veneer Pressing Work,1,1,1
Recon White Oak Quarter 771 B/S Pressing,Recon White Oak Quarter 771 B/S Pressing,,,,Veneer Pressing Work,1,1,1
Recon White Oak Quarter KK B/S Pressing,Recon White Oak Quarter KK B/S Pressing,,,,Veneer Pressing Work,1,1,1
Recon White Oak Quarter KK O/S Backing Pressing,Recon White Oak Quarter KK O/S Backing Pressing,,,,Veneer Pressing Work,1,1,1
Recon white oak Quarter KK O/S Laminate pressing,Recon white oak Quarter KK O/S Laminate pressing,,,,Veneer Pressing Work,1,1,1
Recon white oak quarter mmm,Recon white oak quarter mmm,233.6,Sqm,12.75,Veneer Pressing Work,1,1,1
Recon WHite Oak Quarter MMM O/S Backing Pressing,Recon WHite Oak Quarter MMM O/S Backing Pressing,,,,Veneer Pressing Work,1,1,1
Recon white oak quarter ppp O/S Backing,Recon white oak quarter ppp O/S Backing,,,,Veneer Pressing Work,1,1,1
Red Oak Crown B/S Pressing,Red Oak Crown B/S Pressing,,,,Veneer Pressing Work,1,1,1
Red Oak Crown O/S + Backing Pressing,Red Oak Crown O/S + Backing Pressing,,,,Veneer Pressing Work,1,1,1
Red Oak Crown O/s Pressing,Red Oak Crown O/s Pressing,,,,Veneer Pressing Work,1,1,1
Red Oak Quarter B/S Pressing,Red Oak Quarter B/S Pressing,,,,Veneer Pressing Work,1,1,1
Red Oak Quarter O/S backing,Red Oak Quarter O/S backing,,,,Veneer Pressing Work,1,1,1
Rose Wood Veneer Crown O/S Backing Pressing,Rose Wood Veneer Crown O/S Backing Pressing,,,,Veneer Pressing Work,1,1,1
Rose Wood Veneer Quarter O/S Backing Pressing,Rose Wood Veneer Quarter O/S Backing Pressing,,,,Veneer Pressing Work,1,1,1
Rustic Oak Veneer B/S Pressing,Rustic Oak Veneer B/S Pressing,,,,Veneer Pressing Work,1,1,1
Rustic Oak Veneer O/S Backing Pressing,Rustic Oak Veneer O/S Backing Pressing,,,,Veneer Pressing Work,1,1,1
Sanding B/S,Sanding B/S,,,,Veneer Pressing Work,1,1,1
Sanding B/S Backing B/S Pressing,Sanding B/S Backing B/S Pressing,,,,Veneer Pressing Work,1,1,1
Sanding B/S Reccon Argento 10722-Q B/S Pressing,Sanding B/S Reccon Argento 10722-Q B/S Pressing,,,,Veneer Pressing Work,1,1,1
Silvee Sandalwood 10727-G B/S Pressing,Silvee Sandalwood 10727-G B/S Pressing,,,,Veneer Pressing Work,1,1,1
Silvee Sandalwood 10727-G O/S Pressing,Silvee Sandalwood 10727-G O/S Pressing,,,,Veneer Pressing Work,1,1,1
Stitched Veneer Sheet,Stitched Veneer Sheet,,,,Veneer Pressing Work,1,1,1
"Veneer (Client) O/S Pressing
","Veneer (Client) O/S Pressing
",,,,Veneer Pressing Work,1,1,1
Veneer(Client) Pressing B/S,Veneer(Client) Pressing B/S,,,,Veneer Pressing Work,1,1,1
Veneer (Client) Pressing O/S Backing,Veneer (Client) Pressing O/S Backing,,,,Veneer Pressing Work,1,1,1
Walnut Crownn B/S Pressing,Walnut Crownn B/S Pressing,,,,Veneer Pressing Work,1,1,1
Walnut Crown O/S + Backing,Walnut Crown O/S + Backing,,,,Veneer Pressing Work,1,1,1
Walnut Crown O/S Phenalic(497) Laminate Pressing,Walnut Crown O/S Phenalic(497) Laminate Pressing,,,,Veneer Pressing Work,1,1,1
"Walnut Crown O/S Pressing
","Walnut Crown O/S Pressing
",,,,Veneer Pressing Work,1,1,1
Walnut Quarter B/S Pressing,Walnut Quarter B/S Pressing,,,,Veneer Pressing Work,1,1,1
Walnut Quarter O/S Backing,Walnut Quarter O/S Backing,,,,Veneer Pressing Work,1,1,1
White Fine O/S Maple Quarter Pressing,White Fine O/S Maple Quarter Pressing,,,,Veneer Pressing Work,1,1,1
White Melamine O/S White Oak Quarter Pressing,White Melamine O/S White Oak Quarter Pressing,,,,Veneer Pressing Work,1,1,1
White oak crown B/S pressing,White oak crown B/S pressing,,,,Veneer Pressing Work,1,1,1
White oak Crown O/S Backing Pressing,White oak Crown O/S Backing Pressing,,,,Veneer Pressing Work,1,1,1
White oak crown o/s pressing,White oak crown o/s pressing,,,,Veneer Pressing Work,1,1,1
White Oak Quarter B/S Pressing,White Oak Quarter B/S Pressing,,,,Veneer Pressing Work,1,1,1
White Oak Quarter O/s Backing,White Oak Quarter O/s Backing,,,,Veneer Pressing Work,1,1,1
White Oak Quarter O/S Backing Pressing,White Oak Quarter O/S Backing Pressing,,,,Veneer Pressing Work,1,1,1
Wood 3 Side Read Oak,Wood 3 Side Read Oak,,,,Veneer Pressing Work,1,1,1
"Wood 3 Side Sanding  3 Side
Walnut Crown","Wood 3 Side Sanding  3 Side
Walnut Crown",,,,Veneer Pressing Work,1,1,1
Wood O/S Red Oak Crown Pressing,Wood O/S Red Oak Crown Pressing,,,,Veneer Pressing Work,1,1,1
Wood Veneer Pressing ( Client) B 4S,Wood Veneer Pressing ( Client) B 4S,,,,Veneer Pressing Work,1,1,1
Wood Veneer Pressing (Client) B B/S,Wood Veneer Pressing (Client) B B/S,,,,Veneer Pressing Work,1,1,1
Wood Veneer Pressing (Client) M4S,Wood Veneer Pressing (Client) M4S,,,,Veneer Pressing Work,1,1,1
Wood Veneer Pressing ( Client ) M B/S,Wood Veneer Pressing ( Client ) M B/S,,,,Veneer Pressing Work,1,1,1
Wood Veneer Pressing ( Client ) S  B/S,Wood Veneer Pressing ( Client ) S  B/S,,,,Veneer Pressing Work,1,1,1
"\6MM MR MDF 4 x 8 MM
","\6MM MR MDF 4 x 8 MM
",,,,Veneer Pressing Work,1,1,1
Door B/S Sanding B/S 3MM MDF O/S Laminate Pressing,Door B/S Sanding B/S 3MM MDF O/S Laminate Pressing,,,,Veneer Work Accessories,1,1,1
EDGE Lipping Melamine WG2,EDGE Lipping Melamine WG2,1,Roll,20,Veneer Work Accessories,1,1,1
Fevicol CW Instant Bonding Kit 200ML,Fevicol CW Instant Bonding Kit 200ML,1,Nos,12.71,Veneer Work Accessories,1,1,1
Knife Blade 18MM Pigeon,Knife Blade 18MM Pigeon,3,Pkt,2.7,Veneer Work Accessories,1,1,1
Knife Blade OLAF ASB10,Knife Blade OLAF ASB10,9,Pkt,5,Veneer Work Accessories,1,1,1
"Masking Tape 1"" Auto Asmaco","Masking Tape 1"" Auto Asmaco",21,CTN,42,Veneer Work Accessories,1,1,1
"Masking Tape 1"" Auto Shurtape","Masking Tape 1"" Auto Shurtape",6,Nos,35,Veneer Work Accessories,1,1,1
Rose Wood Veneer Crown B/S Pressing,Rose Wood Veneer Crown B/S Pressing,,,,Veneer Work Accessories,1,1,1
Snap  Off Blade 9MM,Snap  Off Blade 9MM,3,Nos,3.5,Veneer Work Accessories,1,1,1
Stiching Thread,Stiching Thread,21,Nos,120.71,Veneer Work Accessories,1,1,1
Veneer Cutting Charges,Veneer Cutting Charges,28,Nos,9.81,Veneer Work Accessories,1,1,1
Red Meranti 2x10x10,Red Meranti 2x10x10,,,,Wood,1,1,1
"07271 Balve Valve 2"" Cepex","07271 Balve Valve 2"" Cepex",3,Pcs,80,All Item Groups,1,1,1
"1"" Brass Gate Valve Euro","1"" Brass Gate Valve Euro",2,Nos,28,All Item Groups,1,1,1
"1"" Brass Gate Valve PN20 Pegler 1068PT","1"" Brass Gate Valve PN20 Pegler 1068PT",1,Pcs,48,All Item Groups,1,1,1
"1"" Brass Y Strainer PN20 Pegler 1059 PT","1"" Brass Y Strainer PN20 Pegler 1059 PT",1,Pcs,28.5,All Item Groups,1,1,1
"1"" Bronze Gate Valve PN20 Pegler 1070/125Pt","1"" Bronze Gate Valve PN20 Pegler 1070/125Pt",2,Pcs,55,All Item Groups,1,1,1
"1"" Plegler NRV Brass","1"" Plegler NRV Brass",1,Nos,20,All Item Groups,1,1,1
"1"" PVC Pressure Male Adaptor Union PN16","1"" PVC Pressure Male Adaptor Union PN16",4,Nos,15,All Item Groups,1,1,1
"1"" x 6MTR PVC Pressure Pipe Dark Grey","1"" x 6MTR PVC Pressure Pipe Dark Grey",1,Lgth,16,All Item Groups,1,1,1
1.0 HP Clean Water Pump PCWPSS750F,1.0 HP Clean Water Pump PCWPSS750F,1,Nos,347.62,All Item Groups,1,1,1
10L Petrol Can,10L Petrol Can,1,Nos,45,All Item Groups,1,1,1
10MM Clear Glass,10MM Clear Glass,4,Nos,245.25,All Item Groups,1,1,1
10w-4k Led Module With On Off 186922,10w-4k Led Module With On Off 186922,73,Pcs,43.08,All Item Groups,1,1,1
10w Spot Light,10w Spot Light,,,,All Item Groups,1,1,1
1-1024-1110 Wind EX S /Schall EX Applic A,1-1024-1110 Wind EX S /Schall EX Applic A,1,Nos,95,All Item Groups,1,1,1
"11/2"" PVC Pressure Male Adaptor Grey Cosmoplast","11/2"" PVC Pressure Male Adaptor Grey Cosmoplast",2,Nos,3.5,All Item Groups,1,1,1
"11/2""x1"" PVC Pressure Bush Grey Cosmoplast","11/2""x1"" PVC Pressure Bush Grey Cosmoplast",2,Pcs,2.5,All Item Groups,1,1,1
"11/2"" x 1"" PVC Pressure Reducing Tee Grey","11/2"" x 1"" PVC Pressure Reducing Tee Grey",2,Nos,3.25,All Item Groups,1,1,1
"11/2"" x 6MTR PVC Pressure Pipe Dark Grey","11/2"" x 6MTR PVC Pressure Pipe Dark Grey",1,Lgth,32,All Item Groups,1,1,1
"11/4"" Brass Gate Valve","11/4"" Brass Gate Valve",1,Nos,62,All Item Groups,1,1,1
"11/4"" PVC Pressure Male Adaptor Grey Cosmoplast","11/4"" PVC Pressure Male Adaptor Grey Cosmoplast",2,Nos,3,All Item Groups,1,1,1
"11/4"" PVC Pressure Male Adaptor Union PN16","11/4"" PVC Pressure Male Adaptor Union PN16",2,Pcs,22,All Item Groups,1,1,1
"11/4"" x 1"" PVC Pressure Bush Grey Cosmoplast","11/4"" x 1"" PVC Pressure Bush Grey Cosmoplast",4,Pcs,2,All Item Groups,1,1,1
"11/4"" x 1"" PVC Pressure Reducing Tee Grey","11/4"" x 1"" PVC Pressure Reducing Tee Grey",2,Nos,2.75,All Item Groups,1,1,1
"11/4"" x 6MTR PVC Pressure Pipe Dark Grey","11/4"" x 6MTR PVC Pressure Pipe Dark Grey",1,Lgth,24,All Item Groups,1,1,1
"1/2"" Gate Valve DZR x F PN20","1/2"" Gate Valve DZR x F PN20",2,Nos,27,All Item Groups,1,1,1
"1/2"" MI Union BIS","1/2"" MI Union BIS",1,Nos,9.9,All Item Groups,1,1,1
"1/2"" x 6MTR PVC Pressure Pipe Dark Grey","1/2"" x 6MTR PVC Pressure Pipe Dark Grey",1,Lgth,8,All Item Groups,1,1,1
12A Contactor,12A Contactor,3,Nos,46.59,All Item Groups,1,1,1
12MM Clear Glass,12MM Clear Glass,3,Nos,270,All Item Groups,1,1,1
12MM Pins Sec Double Cylinder 85MM 5keys,12MM Pins Sec Double Cylinder 85MM 5keys,1,Nos,76.19,All Item Groups,1,1,1
12Pins Cylinder 100MM W/Thumbturn Knob & Keys,12Pins Cylinder 100MM W/Thumbturn Knob & Keys,4,Pcs,125,All Item Groups,1,1,1
"12W, 3000K Complet With Led Chip, On Off Driver","12W, 3000K Complet With Led Chip, On Off Driver",10,Pcs,38,All Item Groups,1,1,1
13A 2G SW/Socket W/Proof Schneider,13A 2G SW/Socket W/Proof Schneider,1,Nos,75,All Item Groups,1,1,1
13A Twin Switched Universal Socket Outler with Neon,13A Twin Switched Universal Socket Outler with Neon,10,Nos,15,All Item Groups,1,1,1
13W 4Pin Osram Dulux Cool D/L,13W 4Pin Osram Dulux Cool D/L,1,Nos,8,All Item Groups,1,1,1
1.5UF Capacitor,1.5UF Capacitor,1,Nos,5,All Item Groups,1,1,1
16AX 1G 2W Big Rocker WH Legrand,16AX 1G 2W Big Rocker WH Legrand,2,Pcs,9.5,All Item Groups,1,1,1
"16mm x 1/2"" x 2.2MM Pex Brass Male Adoptor Cosmopla","16mm x 1/2"" x 2.2MM Pex Brass Male Adoptor Cosmopla",10,Nos,4.25,All Item Groups,1,1,1
16UF Capacitor,16UF Capacitor,1,Nos,12,All Item Groups,1,1,1
1-880-1235 Schall-Ex L-15/30 WS,1-880-1235 Schall-Ex L-15/30 WS,5,Pcs,95,All Item Groups,1,1,1
18MM MR MLM O/S Texeture White,18MM MR MLM O/S Texeture White,,,,All Item Groups,1,1,1
18MM Snap Off Cutter,18MM Snap Off Cutter,6,Pcs,5,All Item Groups,1,1,1
1 Gang 2 Way Universal Dimmer,1 Gang 2 Way Universal Dimmer,1,Nos,35,All Item Groups,1,1,1
1 Gang 400 W Dimmer Module,1 Gang 400 W Dimmer Module,,,,All Item Groups,1,1,1
1G BS 12A Single Switch Socket Legrand Mallia,1G BS 12A Single Switch Socket Legrand Mallia,1,Pcs,22.5,All Item Groups,1,1,1
"2"" Brass Non Return Valve","2"" Brass Non Return Valve",4,Nos,45,All Item Groups,1,1,1
"2"" L Clamp","2"" L Clamp",,,,All Item Groups,1,1,1
"2"" PVC Male Threaded Plug Grey Faris","2"" PVC Male Threaded Plug Grey Faris",6,Pcs,3.5,All Item Groups,1,1,1
"2"" PVC Pressure End Cap","2"" PVC Pressure End Cap",6,Nos,3.5,All Item Groups,1,1,1
"2"" PVC Pressure Female Adaptor CL-E Atlas","2"" PVC Pressure Female Adaptor CL-E Atlas",7,Nos,7.5,All Item Groups,1,1,1
"2"" PVC Pressure Male Adaptor Grey Cosmoplast","2"" PVC Pressure Male Adaptor Grey Cosmoplast",10,Nos,4,All Item Groups,1,1,1
"2"" PVC Pressure Socket SCH-80 Grey Cosmoplast","2"" PVC Pressure Socket SCH-80 Grey Cosmoplast",11,Pcs,4,All Item Groups,1,1,1
"2"" PVC Pressure Tee","2"" PVC Pressure Tee",6,Nos,7.5,All Item Groups,1,1,1
"2"" PVC Pressure Union Grey Cosmoplast","2"" PVC Pressure Union Grey Cosmoplast",10,Nos,14,All Item Groups,1,1,1
"2"" x 6MTR PVC Pressure Pipe Dark Grey","2"" x 6MTR PVC Pressure Pipe Dark Grey",10,Lgth,42.1,All Item Groups,1,1,1
"2"" x 90Deg PVC Pressure Elbow","2"" x 90Deg PVC Pressure Elbow",16,Nos,5,All Item Groups,1,1,1
20MM PPR End Cap PN25 Cosmoplast,20MM PPR End Cap PN25 Cosmoplast,15,Nos,0.53,All Item Groups,1,1,1
"20MM x 1/2"" PPR Female Elbow PN25 Cosmoplast","20MM x 1/2"" PPR Female Elbow PN25 Cosmoplast",26,Pcs,2.96,All Item Groups,1,1,1
"20MM x 1/2"" PPR Male Adaptor PN25 COsmoplast","20MM x 1/2"" PPR Male Adaptor PN25 COsmoplast",6,Pcs,3.25,All Item Groups,1,1,1
22Watt Panel,22Watt Panel,1,Pcs,25,All Item Groups,1,1,1
24 Gauge G.I Ducting,24 Gauge G.I Ducting,47,SQFT,2.82,All Item Groups,1,1,1
25MM PPR End Cap PN25 Cosmoplast,25MM PPR End Cap PN25 Cosmoplast,15,Nos,0.65,All Item Groups,1,1,1
"25MM x 1/2"" PPR Female Adaptor PN25 Cosmoplast","25MM x 1/2"" PPR Female Adaptor PN25 Cosmoplast",10,Nos,3,All Item Groups,1,1,1
"25MM x 1/2"" PPR Female Elbow PN25 Cosmoplast","25MM x 1/2"" PPR Female Elbow PN25 Cosmoplast",10,Nos,3.25,All Item Groups,1,1,1
25MM x 20MM PPR  Reducing Socket PN25 Cosmoplast,25MM x 20MM PPR  Reducing Socket PN25 Cosmoplast,14,Pcs,0.51,All Item Groups,1,1,1
2.5mmx3core Rubber Cable Kedbrooke (Rol),2.5mmx3core Rubber Cable Kedbrooke (Rol),2,Roll,400,All Item Groups,1,1,1
2.5MM x 4 Core Rubber Cable Nexen France,2.5MM x 4 Core Rubber Cable Nexen France,6,Mtr,7,All Item Groups,1,1,1
2 Door Under Counter Chiller,2 Door Under Counter Chiller,2,Nos,40,All Item Groups,1,1,1
2 Gang 2 Way Switch 16Ax250V,2 Gang 2 Way Switch 16Ax250V,2,Pcs,8,All Item Groups,1,1,1
2G BS 13A Single Pole Switched Socket,2G BS 13A Single Pole Switched Socket,1,Nos,34.76,All Item Groups,1,1,1
2x2x13 White Wood Romania,2x2x13 White Wood Romania,3,Nos,15,All Item Groups,1,1,1
"3"" PVC Coupler Red D/S Rubber Ring Cosmosplast","3"" PVC Coupler Red D/S Rubber Ring Cosmosplast",5,Pcs,5.5,All Item Groups,1,1,1
"3"" PVC Double Y Branch Grey Rubber Ring Cosmmoplast","3"" PVC Double Y Branch Grey Rubber Ring Cosmmoplast",1,Pcs,22,All Item Groups,1,1,1
"3"" Pvc Pressure Male Adaptor Grey Cosmoplast","3"" Pvc Pressure Male Adaptor Grey Cosmoplast",1,Nos,8,All Item Groups,1,1,1
"3"" x 2"" PVC Level Inverter Grey Rubber Ring Cosmopl","3"" x 2"" PVC Level Inverter Grey Rubber Ring Cosmopl",3,Pcs,6,All Item Groups,1,1,1
"3""x 2"" PVC Pressure Bush Grey Cosmoplast","3""x 2"" PVC Pressure Bush Grey Cosmoplast",1,Nos,7,All Item Groups,1,1,1
30% Advance Payment For Traffic Deck Coating System,30% Advance Payment For Traffic Deck Coating System,,,,All Item Groups,1,1,1
30x10 SS EWB,30x10 SS EWB,2,Pcs,55,All Item Groups,1,1,1
30 X 30 BRUSH FINISH SS Angle 1.2 Mtr,30 X 30 BRUSH FINISH SS Angle 1.2 Mtr,2,Pcs,43,All Item Groups,1,1,1
32MM PPR Coupler PN25 Cosmoplast,32MM PPR Coupler PN25 Cosmoplast,32,Pcs,1.14,All Item Groups,1,1,1
32MM PPR End Cap PN25 Cosmoplast,32MM PPR End Cap PN25 Cosmoplast,14,Pcs,1,All Item Groups,1,1,1
32MM PPR TEE PN25 Cosmoplast,32MM PPR TEE PN25 Cosmoplast,12,Pcs,1.96,All Item Groups,1,1,1
"32mm x 1"" PPR Male Adaptor PN25 Cosmoplast","32mm x 1"" PPR Male Adaptor PN25 Cosmoplast",5,Pcs,10,All Item Groups,1,1,1
"32MM x 1"" PPR Male Union PN25 Cosmoplast","32MM x 1"" PPR Male Union PN25 Cosmoplast",9,Pcs,18.33,All Item Groups,1,1,1
"32MM x 11/2"" PPR Female Adaptor PN25 Cosmoplast","32MM x 11/2"" PPR Female Adaptor PN25 Cosmoplast",10,Nos,3.5,All Item Groups,1,1,1
"32MM x 1/2"" PPR Female Elbow PN25 Cosmoplast","32MM x 1/2"" PPR Female Elbow PN25 Cosmoplast",10,Nos,4.75,All Item Groups,1,1,1
32MM x 20MM x 32MM PPR Reducing Tee PN25 Cosmoplast,32MM x 20MM x 32MM PPR Reducing Tee PN25 Cosmoplast,6,Pcs,1.75,All Item Groups,1,1,1
32MM X25MM PPR Reducing Socket PN25 Cosmoplast,32MM X25MM PPR Reducing Socket PN25 Cosmoplast,14,Pcs,0.86,All Item Groups,1,1,1
32MM x 45Deg PPR Elbow PN25 Cosmoplast,32MM x 45Deg PPR Elbow PN25 Cosmoplast,10,Nos,1,All Item Groups,1,1,1
32MM x 4Mtr PPR Ppe SDR6 PN20 (5.4MM) Cosmoplast,32MM x 4Mtr PPR Ppe SDR6 PN20 (5.4MM) Cosmoplast,10,Lgth,15,All Item Groups,1,1,1
32mm x 90Deg PPR Elbow PN25 Cosmoplast,32mm x 90Deg PPR Elbow PN25 Cosmoplast,26,Pcs,1.4,All Item Groups,1,1,1
33MM Tubular Chip 3x7Ft,33MM Tubular Chip 3x7Ft,2,Nos,52.81,All Item Groups,1,1,1
"3/4"" PVC Pressure Socket SCH-80-Grey Cosmoplast","3/4"" PVC Pressure Socket SCH-80-Grey Cosmoplast",1,Pcs,1.25,All Item Groups,1,1,1
3/8 Double Braided Stainless Steel Flexible Hose,3/8 Double Braided Stainless Steel Flexible Hose,2,Nos,80.95,All Item Groups,1,1,1
3Door Under Counter Chiller,3Door Under Counter Chiller,2,Nos,40,All Item Groups,1,1,1
3 Pool Bar U Type L/D,3 Pool Bar U Type L/D,1,Nos,60,All Item Groups,1,1,1
3 Position Selector Switch Schneider,3 Position Selector Switch Schneider,2,Nos,23,All Item Groups,1,1,1
3 x 3 x 13 White Wood Ferco -1,3 x 3 x 13 White Wood Ferco -1,,,,All Item Groups,1,1,1
"4"" (110MM) x 5.8MTR PVC Pipe Red Rubber Ring Cosmop","4"" (110MM) x 5.8MTR PVC Pipe Red Rubber Ring Cosmop",6,Nos,62,All Item Groups,1,1,1
"4"" PVC Coupler Red D/S Rubber Ring Cosmoplast","4"" PVC Coupler Red D/S Rubber Ring Cosmoplast",20,Nos,6,All Item Groups,1,1,1
"4"" x 3"" PVC Level Inverter Red Rubber Ring Cosmopla","4"" x 3"" PVC Level Inverter Red Rubber Ring Cosmopla",1,Pcs,7,All Item Groups,1,1,1
"4"" x 3"" PVC Rducing Tee Red Rubber Ring Cpsmoplast","4"" x 3"" PVC Rducing Tee Red Rubber Ring Cpsmoplast",1,Pcs,13.5,All Item Groups,1,1,1
"4"" x 3"" PVC Y Branch Red Rubber Ring Cpsmoplast","4"" x 3"" PVC Y Branch Red Rubber Ring Cpsmoplast",1,Pcs,14,All Item Groups,1,1,1
"4""x 45Deg PVC Bend Red Rubber Ring Cosmoplast","4""x 45Deg PVC Bend Red Rubber Ring Cosmoplast",12,Nos,7,All Item Groups,1,1,1
40MM PPR Coupler PN25 Cosmoplast,40MM PPR Coupler PN25 Cosmoplast,20,Nos,1.75,All Item Groups,1,1,1
40MM PPR TEE PN25 Cosmoplast,40MM PPR TEE PN25 Cosmoplast,20,Nos,2.75,All Item Groups,1,1,1
40MM PPR Union PN25 Cosmoplast,40MM PPR Union PN25 Cosmoplast,10,Pcs,7.75,All Item Groups,1,1,1
"40MM X1 1/4"" PPR Male Adaptor PN25 Cosmoplast","40MM X1 1/4"" PPR Male Adaptor PN25 Cosmoplast",10,Pcs,14.75,All Item Groups,1,1,1
40MM x 45Deg PPR Elbow PN25 Cosmoplast,40MM x 45Deg PPR Elbow PN25 Cosmoplast,5,Pcs,2,All Item Groups,1,1,1
40MM x 4Mtr PPR PIPE SDR7.4 with Integrated Fibergl,40MM x 4Mtr PPR PIPE SDR7.4 with Integrated Fibergl,3,Lgth,24.5,All Item Groups,1,1,1
40MM x 4Mtr PPR Ppe SDR6 PN20 (6.7MM) Cosmoplast,40MM x 4Mtr PPR Ppe SDR6 PN20 (6.7MM) Cosmoplast,3,Nos,21,All Item Groups,1,1,1
40mm x 90Deg PPR Elbow PN25 Cosmoplast,40mm x 90Deg PPR Elbow PN25 Cosmoplast,20,Nos,2,All Item Groups,1,1,1
45A Cable Outlet,45A Cable Outlet,3,Nos,42,All Item Groups,1,1,1
46(154L) Bottle Wine Cooler,46(154L) Bottle Wine Cooler,1,Nos,1935,All Item Groups,1,1,1
4MM Duct Pipe,4MM Duct Pipe,1,Nos,100,All Item Groups,1,1,1
